domain	partner_domain	occurrences
PF02734	PF02733	5
PF13187	PF14697	5
PF06325	PF00298	5
PF14686	PF14683	5
PF00082	PF00050	5
PF05739	PF00804	5
PF00295	PF00041	5
PF02597	PF05237	5
PF02597	PF00899	5
PF12796	PF13621	5
PF04938	PF06003	5
PF14683	PF14686	5
PF00266	PF01206	5
PF13307	PF06733	5
PF00006	PF00401	5
PF00240	PF01398	5
PF00307	PF00041	5
PF00652	PF00535	5
PF00560	PF00055	5
PF00560	PF13306	5
PF00560	PF13516	5
PF03297	PF01599	5
PF00112	PF08127	5
PF00112	PF00086	5
PF00112	PF09394	5
PF01477	PF02740	5
PF14370	PF02919	5
PF02779	PF12573	5
PF03939	PF00347	5
PF03939	PF00831	5
PF03939	PF01199	5
PF01020	PF01655	5
PF00696	PF01472	5
PF06602	PF02893	5
PF00687	PF01777	5
PF05405	PF05511	5
PF05000	PF00623	5
PF12826	PF03119	5
PF05282	PF12134	5
PF02146	PF04574	5
PF01302	PF15301	5
PF03033	PF04101	5
PF00380	PF01092	5
PF13833	PF01067	5
PF00164	PF01765	5
PF00935	PF00181	5
PF00935	PF00572	5
PF03133	PF03953	5
PF13893	PF15519	5
PF01779	PF00297	5
PF01779	PF00238	5
PF00754	PF05089	5
PF00754	PF12972	5
PF00754	PF07732	5
PF10391	PF14791	5
PF00281	PF00572	5
PF13499	PF00258	5
PF01471	PF00045	5
PF00071	PF02136	5
PF05983	PF11221	5
PF00179	PF00097	5
PF00130	PF00169	5
PF03953	PF03133	5
PF07732	PF00754	5
PF02357	PF00467	5
PF00378	PF13766	5
PF01210	PF02317	5
PF02518	PF00072	5
PF00515	PF13174	5
PF00515	PF12895	5
PF00512	PF00072	5
PF04561	PF04998	5
PF03464	PF00009	5
PF14204	PF01198	5
PF00121	PF00969	5
PF00121	PF00993	5
PF02359	PF00789	5
PF09239	PF04406	5
PF01661	PF08715	5
PF00297	PF01779	5
PF12134	PF05282	5
PF02893	PF06602	5
PF00072	PF02518	5
PF00072	PF00512	5
PF06003	PF04938	5
PF13516	PF00560	5
PF00226	PF00012	5
PF13450	PF01593	5
PF04042	PF08418	5
PF01472	PF00696	5
PF00651	PF00888	5
PF09454	PF07200	5
PF03446	PF02222	5
PF02045	PF00808	5
PF01602	PF00025	5
PF00467	PF02357	5
PF00467	PF01199	5
PF00271	PF08148	5
PF03947	PF00828	5
PF03947	PF01158	5
PF00174	PF02167	5
PF00572	PF00281	5
PF00572	PF00935	5
PF00789	PF02933	5
PF00789	PF02359	5
PF07717	PF04408	5
PF07719	PF13174	5
PF13855	PF00089	5
PF13855	PF00669	5
PF02933	PF00789	5
PF01765	PF00164	5
PF00573	PF00832	5
PF00573	PF01248	5
PF00573	PF00237	5
PF13174	PF07719	5
PF13174	PF00515	5
PF04998	PF04561	5
PF04998	PF01096	5
PF00181	PF00832	5
PF00181	PF01294	5
PF00181	PF00935	5
PF04679	PF04675	5
PF00134	PF09241	5
PF14520	PF03119	5
PF00665	PF00552	5
PF00347	PF03939	5
PF00347	PF01294	5
PF00347	PF00827	5
PF00347	PF00673	5
PF02733	PF02734	5
PF05193	PF13631	5
PF00682	PF08502	5
PF04560	PF00575	5
PF01067	PF13833	5
PF04616	PF03422	5
PF01199	PF03939	5
PF01199	PF01158	5
PF01199	PF00467	5
PF01199	PF05162	5
PF01199	PF00827	5
PF14374	PF01248	5
PF00828	PF03947	5
PF00828	PF01158	5
PF00828	PF01780	5
PF00012	PF00226	5
PF04055	PF13353	5
PF00831	PF03939	5
PF00550	PF00975	5
PF01599	PF03297	5
PF00498	PF00486	5
PF00498	PF03704	5
PF00097	PF00179	5
PF01158	PF05162	5
PF01158	PF00252	5
PF01158	PF03947	5
PF01158	PF00828	5
PF01158	PF01199	5
PF13621	PF12796	5
PF13476	PF12320	5
PF00575	PF04560	5
PF00169	PF00788	5
PF00169	PF00130	5
PF00009	PF11987	5
PF00009	PF03464	5
PF01294	PF00181	5
PF01294	PF00832	5
PF01294	PF00347	5
PF02919	PF14370	5
PF08127	PF00112	5
PF08934	PF01858	5
PF00034	PF02167	5
PF05162	PF00827	5
PF05162	PF01158	5
PF05162	PF01199	5
PF01273	PF02886	5
PF04406	PF09239	5
PF05089	PF12971	5
PF05089	PF00754	5
PF05089	PF12972	5
PF08148	PF00271	5
PF12971	PF05089	5
PF12971	PF12972	5
PF00258	PF13499	5
PF00804	PF05739	5
PF00293	PF09296	5
PF08502	PF00682	5
PF11976	PF00899	5
PF12009	PF00078	5
PF00401	PF00006	5
PF01777	PF00687	5
PF00078	PF12009	5
PF00535	PF00652	5
PF01157	PF01198	5
PF13353	PF04055	5
PF02966	PF02213	5
PF01248	PF00573	5
PF01248	PF14374	5
PF09296	PF00293	5
PF09296	PF09297	5
PF01778	PF01655	5
PF00298	PF06325	5
PF14543	PF00457	5
PF01118	PF09290	5
PF13306	PF00560	5
PF12972	PF12971	5
PF12972	PF05089	5
PF12972	PF00754	5
PF13532	PF09004	5
PF00327	PF01247	5
PF00327	PF01655	5
PF00623	PF05000	5
PF14716	PF02811	5
PF02926	PF02568	5
PF04408	PF07717	5
PF01398	PF00240	5
PF09297	PF09296	5
PF14791	PF01909	5
PF14791	PF10391	5
PF08079	PF01247	5
PF06733	PF13307	5
PF04675	PF04679	5
PF01198	PF00861	5
PF01198	PF14204	5
PF01198	PF01157	5
PF01198	PF00673	5
PF00587	PF09181	5
PF01432	PF08439	5
PF15519	PF13893	5
PF07200	PF09454	5
PF04542	PF04316	5
PF02886	PF01273	5
PF00827	PF05162	5
PF00827	PF00347	5
PF00827	PF01199	5
PF00899	PF02597	5
PF00899	PF11976	5
PF02811	PF14716	5
PF02782	PF00358	5
PF00252	PF01158	5
PF00888	PF00651	5
PF11221	PF05983	5
PF01092	PF00380	5
PF00237	PF00573	5
PF00237	PF01780	5
PF02213	PF02966	5
PF02136	PF00071	5
PF00861	PF01198	5
PF00025	PF01602	5
PF00025	PF05351	5
PF01909	PF14791	5
PF01780	PF00828	5
PF01780	PF00237	5
PF02222	PF03446	5
PF01701	PF00504	5
PF01096	PF04998	5
PF01858	PF08934	5
PF00504	PF01701	5
PF08418	PF04042	5
PF00041	PF00727	5
PF00041	PF00295	5
PF00041	PF00307	5
PF01655	PF00327	5
PF01655	PF01778	5
PF01655	PF01020	5
PF01593	PF13450	5
PF01247	PF00327	5
PF01247	PF08079	5
PF04101	PF03033	5
PF11987	PF00009	5
PF00595	PF00267	5
PF02167	PF00034	5
PF02167	PF00174	5
PF00238	PF01779	5
PF12895	PF00515	5
PF14697	PF13187	5
PF00832	PF00181	5
PF00832	PF01294	5
PF00832	PF00573	5
PF04539	PF04316	5
PF00673	PF00347	5
PF00673	PF01198	5
PF00808	PF02045	5
PF03801	PF03800	6
PF02785	PF01039	6
PF13187	PF12139	6
PF13187	PF00890	6
PF13671	PF08645	6
PF00331	PF02018	6
PF00268	PF07972	6
PF14691	PF07992	6
PF14691	PF04898	6
PF14691	PF00070	6
PF14691	PF01645	6
PF01039	PF02785	6
PF14686	PF09284	6
PF14732	PF00899	6
PF00890	PF13187	6
PF03800	PF03801	6
PF02597	PF05690	6
PF14683	PF09284	6
PF13361	PF12705	6
PF03372	PF03498	6
PF12169	PF03603	6
PF03946	PF00466	6
PF08699	PF02171	6
PF00076	PF08075	6
PF03099	PF08279	6
PF00006	PF02823	6
PF00006	PF04568	6
PF00240	PF02845	6
PF00240	PF02099	6
PF00240	PF02148	6
PF00560	PF01462	6
PF00112	PF10467	6
PF02867	PF08343	6
PF14803	PF00293	6
PF02737	PF00378	6
PF01020	PF01929	6
PF05405	PF05873	6
PF00814	PF09341	6
PF05000	PF01272	6
PF05000	PF03449	6
PF00128	PF11852	6
PF00128	PF09244	6
PF00935	PF01247	6
PF00935	PF00297	6
PF03485	PF05746	6
PF08244	PF04043	6
PF08244	PF11837	6
PF02171	PF02170	6
PF02171	PF08699	6
PF04568	PF00006	6
PF01200	PF01249	6
PF01200	PF00333	6
PF00333	PF04758	6
PF00333	PF01200	6
PF00023	PF00870	6
PF07992	PF14691	6
PF00466	PF03946	6
PF01823	PF00057	6
PF00281	PF01907	6
PF13442	PF02913	6
PF13442	PF01565	6
PF00454	PF02259	6
PF05362	PF00004	6
PF01406	PF09190	6
PF01251	PF00312	6
PF04715	PF00117	6
PF00071	PF06456	6
PF05983	PF05669	6
PF00179	PF13639	6
PF00130	PF00621	6
PF00444	PF00347	6
PF03931	PF07525	6
PF00561	PF04083	6
PF00956	PF08214	6
PF00378	PF00072	6
PF00378	PF02737	6
PF02150	PF04563	6
PF00069	PF12605	6
PF00412	PF00568	6
PF02518	PF01584	6
PF08512	PF03531	6
PF00515	PF08321	6
PF00515	PF13176	6
PF00132	PF00483	6
PF00132	PF12804	6
PF02170	PF02171	6
PF01756	PF02770	6
PF03464	PF03143	6
PF03464	PF03144	6
PF00503	PF05351	6
PF04051	PF04628	6
PF00183	PF09229	6
PF01479	PF00467	6
PF00297	PF00935	6
PF01680	PF05690	6
PF02739	PF09293	6
PF00072	PF00378	6
PF02152	PF01288	6
PF13516	PF12799	6
PF00226	PF00085	6
PF00403	PF00080	6
PF00026	PF03489	6
PF00467	PF01929	6
PF00467	PF01479	6
PF14675	PF14674	6
PF13243	PF01397	6
PF01922	PF02978	6
PF05669	PF05983	6
PF01397	PF13243	6
PF00092	PF13855	6
PF00400	PF00034	6
PF00400	PF08954	6
PF00809	PF04060	6
PF13855	PF00007	6
PF13855	PF00092	6
PF00102	PF00017	6
PF00364	PF00682	6
PF00736	PF03143	6
PF00736	PF03144	6
PF00736	PF00009	6
PF00928	PF00469	6
PF13639	PF00179	6
PF10156	PF04934	6
PF00070	PF14691	6
PF02099	PF00240	6
PF04998	PF03449	6
PF00018	PF00089	6
PF00312	PF01251	6
PF04083	PF00561	6
PF13424	PF09311	6
PF00181	PF01199	6
PF09190	PF01406	6
PF00317	PF08343	6
PF00347	PF00444	6
PF03291	PF03341	6
PF00046	PF04814	6
PF04898	PF14691	6
PF02770	PF01756	6
PF00682	PF09290	6
PF00682	PF00364	6
PF04628	PF04051	6
PF03118	PF00623	6
PF03118	PF00562	6
PF03876	PF04997	6
PF03473	PF03475	6
PF01199	PF00181	6
PF04934	PF10156	6
PF04934	PF10232	6
PF08645	PF13671	6
PF00828	PF01294	6
PF00828	PF00327	6
PF00828	PF01655	6
PF00730	PF14815	6
PF02727	PF09248	6
PF00639	PF09312	6
PF11837	PF08244	6
PF00149	PF12320	6
PF02913	PF13442	6
PF00097	PF02762	6
PF01929	PF00467	6
PF01929	PF01020	6
PF00575	PF00773	6
PF08214	PF00956	6
PF00117	PF04715	6
PF02823	PF00006	6
PF01409	PF02912	6
PF00009	PF00736	6
PF01294	PF00828	6
PF00125	PF10384	6
PF01249	PF01200	6
PF04983	PF03449	6
PF00034	PF00400	6
PF02259	PF00454	6
PF05843	PF14327	6
PF00293	PF14803	6
PF01344	PF03247	6
PF13176	PF00515	6
PF09341	PF00814	6
PF08321	PF00515	6
PF00080	PF00403	6
PF13507	PF02700	6
PF00401	PF00231	6
PF09229	PF00183	6
PF02148	PF10163	6
PF02148	PF00240	6
PF01248	PF00832	6
PF04997	PF03876	6
PF02374	PF08690	6
PF03357	PF05871	6
PF01743	PF13735	6
PF01565	PF13442	6
PF00327	PF00828	6
PF00623	PF03118	6
PF00623	PF03449	6
PF00085	PF00226	6
PF01833	PF01403	6
PF01833	PF00250	6
PF05871	PF03357	6
PF00562	PF03118	6
PF00562	PF03449	6
PF01966	PF13286	6
PF00022	PF00273	6
PF01370	PF02911	6
PF05746	PF03485	6
PF02845	PF00240	6
PF01634	PF08029	6
PF08029	PF01634	6
PF01964	PF13667	6
PF04563	PF02150	6
PF02978	PF01922	6
PF11852	PF00128	6
PF00004	PF05362	6
PF00004	PF05491	6
PF01645	PF14691	6
PF04542	PF12973	6
PF00827	PF00832	6
PF00899	PF14732	6
PF03144	PF03464	6
PF03144	PF00736	6
PF00483	PF00132	6
PF00231	PF00401	6
PF00622	PF07654	6
PF03489	PF00026	6
PF10163	PF02148	6
PF02811	PF13263	6
PF13365	PF00062	6
PF00373	PF08725	6
PF09468	PF02747	6
PF00036	PF13202	6
PF00170	PF00517	6
PF04758	PF00333	6
PF02747	PF09468	6
PF02018	PF00331	6
PF03531	PF08512	6
PF05873	PF05405	6
PF05873	PF05511	6
PF12799	PF13516	6
PF04545	PF04539	6
PF04545	PF04316	6
PF00042	PF09236	6
PF00041	PF06534	6
PF01655	PF00828	6
PF00246	PF10468	6
PF01247	PF00935	6
PF06632	PF11411	6
PF02911	PF01370	6
PF01288	PF02152	6
PF00595	PF00062	6
PF00595	PF01034	6
PF00059	PF00028	6
PF00059	PF00594	6
PF03143	PF03464	6
PF03143	PF00736	6
PF14815	PF00730	6
PF14327	PF05843	6
PF12627	PF13735	6
PF07995	PF01085	6
PF04043	PF08244	6
PF00832	PF00827	6
PF00832	PF01248	6
PF13202	PF00036	6
PF00773	PF00575	6
PF04539	PF04545	6
PF00673	PF01907	6
PF01907	PF00281	6
PF01907	PF00673	6
PF03441	PF04244	7
PF01266	PF12831	7
PF01266	PF04267	7
PF08839	PF07412	7
PF00043	PF08393	7
PF01193	PF01192	7
PF02817	PF07992	7
PF04564	PF00179	7
PF00796	PF02605	7
PF00266	PF01592	7
PF13292	PF02780	7
PF13414	PF13432	7
PF13414	PF12895	7
PF00076	PF14259	7
PF00421	PF05969	7
PF00240	PF11547	7
PF00240	PF02747	7
PF13646	PF02985	7
PF13646	PF00149	7
PF09079	PF13401	7
PF00510	PF07835	7
PF03853	PF09532	7
PF01163	PF09202	7
PF11919	PF10584	7
PF13833	PF00748	7
PF07837	PF02971	7
PF00355	PF01568	7
PF03485	PF00750	7
PF04568	PF00306	7
PF01200	PF01599	7
PF02637	PF02934	7
PF07992	PF00462	7
PF07992	PF02817	7
PF01779	PF01157	7
PF09202	PF01163	7
PF02769	PF13507	7
PF13499	PF00160	7
PF13499	PF02888	7
PF05362	PF13654	7
PF00235	PF00022	7
PF01782	PF05239	7
PF00071	PF02115	7
PF00071	PF02318	7
PF00071	PF06371	7
PF00071	PF00788	7
PF00179	PF04564	7
PF00179	PF00632	7
PF00833	PF01283	7
PF00833	PF01092	7
PF02934	PF02637	7
PF00069	PF12330	7
PF00175	PF00042	7
PF01015	PF01667	7
PF01301	PF13363	7
PF01301	PF10435	7
PF13177	PF09115	7
PF00411	PF01667	7
PF01592	PF00266	7
PF06179	PF10156	7
PF06179	PF10232	7
PF04969	PF13589	7
PF12110	PF04121	7
PF12330	PF00069	7
PF05026	PF06058	7
PF02985	PF13646	7
PF13516	PF13855	7
PF00115	PF07835	7
PF00651	PF07707	7
PF01269	PF01248	7
PF00026	PF07686	7
PF00467	PF00832	7
PF00467	PF00900	7
PF01159	PF08079	7
PF07707	PF00651	7
PF00400	PF00125	7
PF00400	PF00900	7
PF00809	PF01288	7
PF13855	PF13516	7
PF09532	PF03853	7
PF01192	PF01193	7
PF10156	PF10280	7
PF10156	PF09637	7
PF10156	PF06179	7
PF10156	PF10232	7
PF02531	PF02427	7
PF02531	PF02605	7
PF06058	PF05026	7
PF00750	PF03485	7
PF00347	PF00832	7
PF13774	PF00957	7
PF10280	PF10156	7
PF10280	PF10232	7
PF13589	PF04969	7
PF04722	PF11935	7
PF01172	PF09377	7
PF14541	PF00457	7
PF00149	PF13646	7
PF01599	PF00177	7
PF01599	PF01200	7
PF01158	PF01248	7
PF14559	PF14561	7
PF10584	PF11919	7
PF01667	PF01015	7
PF01667	PF00411	7
PF01667	PF01283	7
PF08071	PF04758	7
PF00125	PF00400	7
PF01249	PF01283	7
PF05162	PF01248	7
PF01571	PF04268	7
PF01369	PF00025	7
PF00957	PF13774	7
PF09341	PF00129	7
PF02115	PF00071	7
PF13507	PF02769	7
PF00462	PF07992	7
PF04121	PF12110	7
PF01157	PF01779	7
PF13432	PF13414	7
PF01248	PF01158	7
PF01248	PF05162	7
PF01248	PF01269	7
PF00225	PF00091	7
PF01979	PF13382	7
PF02780	PF13292	7
PF08079	PF01775	7
PF08079	PF01159	7
PF00514	PF06384	7
PF00022	PF00235	7
PF09377	PF01172	7
PF05239	PF01782	7
PF01775	PF08079	7
PF04563	PF01096	7
PF05698	PF05697	7
PF04542	PF13490	7
PF00632	PF00179	7
PF01323	PF02600	7
PF02605	PF02531	7
PF02605	PF00796	7
PF00306	PF04568	7
PF02427	PF02531	7
PF00373	PF09007	7
PF01092	PF00833	7
PF01283	PF01667	7
PF01283	PF01249	7
PF01283	PF00833	7
PF00900	PF04758	7
PF00900	PF00467	7
PF00900	PF00400	7
PF13401	PF09079	7
PF00036	PF01353	7
PF02507	PF00504	7
PF02507	PF01701	7
PF00543	PF12058	7
PF04758	PF08071	7
PF04758	PF00900	7
PF02747	PF00240	7
PF00025	PF01369	7
PF01701	PF02507	7
PF01096	PF04563	7
PF00504	PF02507	7
PF00042	PF05031	7
PF00042	PF00175	7
PF00091	PF00225	7
PF00111	PF00970	7
PF00970	PF00111	7
PF00160	PF13499	7
PF02195	PF08535	7
PF01288	PF00809	7
PF05697	PF05698	7
PF01641	PF01625	7
PF01625	PF01641	7
PF12895	PF13414	7
PF12627	PF12626	7
PF11935	PF04722	7
PF00832	PF00347	7
PF00832	PF00467	7
PF00177	PF01599	7
PF02151	PF00004	8
PF02151	PF02861	8
PF01266	PF13510	8
PF13540	PF13354	8
PF12796	PF01833	8
PF00796	PF00223	8
PF00391	PF01326	8
PF12169	PF14840	8
PF01423	PF03517	8
PF00795	PF02540	8
PF02214	PF11601	8
PF02214	PF00248	8
PF03730	PF02735	8
PF00010	PF02344	8
PF00240	PF00641	8
PF13646	PF02380	8
PF02181	PF06367	8
PF00112	PF08773	8
PF13374	PF13424	8
PF00384	PF00355	8
PF00814	PF00069	8
PF00581	PF08941	8
PF07244	PF08479	8
PF11919	PF00227	8
PF03033	PF00201	8
PF13833	PF08976	8
PF00128	PF09071	8
PF00355	PF00384	8
PF00578	PF02195	8
PF02906	PF00037	8
PF07676	PF03515	8
PF00361	PF00662	8
PF00071	PF04099	8
PF00071	PF03759	8
PF03953	PF00225	8
PF04099	PF00071	8
PF02885	PF07831	8
PF03759	PF00071	8
PF00378	PF02803	8
PF01191	PF12136	8
PF02934	PF00710	8
PF00223	PF00796	8
PF00069	PF00814	8
PF00069	PF08569	8
PF00069	PF08613	8
PF00175	PF00111	8
PF08669	PF04267	8
PF01068	PF14743	8
PF13177	PF14840	8
PF03731	PF02735	8
PF00297	PF00542	8
PF04811	PF13774	8
PF00264	PF12142	8
PF01094	PF00212	8
PF00675	PF08367	8
PF00930	PF00962	8
PF00227	PF11919	8
PF00244	PF01161	8
PF14678	PF14677	8
PF14678	PF14679	8
PF04042	PF09507	8
PF01472	PF14810	8
PF01472	PF01702	8
PF01472	PF14809	8
PF01161	PF00244	8
PF01751	PF00270	8
PF14675	PF14676	8
PF14675	PF14679	8
PF00271	PF02889	8
PF01159	PF01247	8
PF03742	PF01333	8
PF03742	PF08041	8
PF03742	PF02529	8
PF02735	PF03730	8
PF02735	PF03731	8
PF00092	PF00059	8
PF00400	PF12931	8
PF05001	PF03031	8
PF00641	PF00240	8
PF00344	PF00584	8
PF00542	PF00297	8
PF00573	PF00347	8
PF14679	PF14675	8
PF14679	PF14677	8
PF14679	PF14678	8
PF02540	PF00795	8
PF02803	PF00378	8
PF13424	PF13374	8
PF08613	PF00069	8
PF00181	PF01655	8
PF14520	PF14716	8
PF00032	PF02529	8
PF09507	PF04042	8
PF02889	PF00271	8
PF00347	PF00573	8
PF13774	PF04811	8
PF12142	PF00264	8
PF02770	PF14749	8
PF05193	PF00214	8
PF01326	PF00391	8
PF00612	PF13405	8
PF00171	PF01619	8
PF04055	PF12544	8
PF04055	PF06463	8
PF04055	PF13394	8
PF05479	PF00504	8
PF01929	PF01775	8
PF08041	PF03742	8
PF01619	PF00171	8
PF08996	PF08418	8
PF03517	PF01423	8
PF00481	PF07830	8
PF01333	PF03742	8
PF00584	PF00344	8
PF01702	PF01472	8
PF01571	PF04267	8
PF02861	PF02151	8
PF08207	PF00152	8
PF00293	PF12535	8
PF02896	PF05524	8
PF13602	PF08240	8
PF00225	PF03953	8
PF00962	PF08451	8
PF00962	PF00930	8
PF08240	PF13602	8
PF14716	PF14520	8
PF01170	PF10672	8
PF01833	PF12799	8
PF01833	PF12796	8
PF00280	PF00089	8
PF00884	PF14707	8
PF00107	PF14765	8
PF14680	PF14677	8
PF03153	PF02751	8
PF03153	PF02268	8
PF00514	PF01056	8
PF00514	PF05923	8
PF00662	PF00361	8
PF01775	PF01929	8
PF00037	PF14589	8
PF00037	PF02906	8
PF00037	PF13247	8
PF00004	PF02151	8
PF00152	PF08207	8
PF02529	PF13631	8
PF02529	PF03742	8
PF02529	PF00032	8
PF13405	PF00612	8
PF08569	PF00069	8
PF00161	PF02258	8
PF12931	PF00400	8
PF00135	PF00087	8
PF00063	PF00036	8
PF00036	PF00063	8
PF13510	PF12831	8
PF13510	PF01266	8
PF01189	PF13636	8
PF14749	PF02770	8
PF00201	PF03033	8
PF00254	PF08515	8
PF00248	PF02214	8
PF03031	PF05001	8
PF00504	PF05479	8
PF12799	PF01833	8
PF08418	PF08996	8
PF01077	PF04358	8
PF00588	PF04705	8
PF13394	PF04055	8
PF13394	PF06463	8
PF01655	PF00181	8
PF01247	PF01159	8
PF00111	PF00175	8
PF02751	PF03153	8
PF06463	PF04055	8
PF06463	PF13394	8
PF02268	PF03153	8
PF02195	PF00578	8
PF10672	PF01170	8
PF08367	PF00675	8
PF00059	PF00092	8
PF05185	PF11531	8
PF00270	PF01751	8
PF14676	PF14675	8
PF01915	PF07691	8
PF09405	PF02792	9
PF09405	PF00271	9
PF04938	PF01423	9
PF06071	PF01926	9
PF01423	PF04938	9
PF13414	PF13424	9
PF01267	PF01023	9
PF00076	PF08920	9
PF00458	PF00587	9
PF14497	PF13417	9
PF09268	PF13838	9
PF02214	PF13833	9
PF00240	PF02809	9
PF04135	PF01248	9
PF02847	PF00271	9
PF02941	PF02943	9
PF01740	PF02518	9
PF00443	PF00627	9
PF01676	PF10143	9
PF01676	PF06415	9
PF14844	PF02138	9
PF00319	PF12347	9
PF08771	PF00254	9
PF13833	PF02214	9
PF06415	PF01676	9
PF00128	PF09081	9
PF00448	PF02978	9
PF00466	PF00828	9
PF00633	PF10635	9
PF00071	PF00169	9
PF02463	PF04824	9
PF00179	PF13920	9
PF08669	PF01597	9
PF02518	PF01740	9
PF00515	PF00254	9
PF13177	PF08542	9
PF01926	PF06071	9
PF00676	PF12573	9
PF01479	PF08071	9
PF01479	PF00900	9
PF00264	PF14830	9
PF01094	PF07562	9
PF00930	PF04052	9
PF00072	PF00196	9
PF00244	PF00583	9
PF07973	PF02824	9
PF13181	PF07719	9
PF01168	PF14031	9
PF00026	PF00079	9
PF00213	PF02874	9
PF00271	PF09405	9
PF00271	PF02792	9
PF00271	PF02847	9
PF01159	PF01929	9
PF07719	PF13181	9
PF00805	PF13576	9
PF00573	PF00828	9
PF00070	PF14721	9
PF01597	PF08669	9
PF01597	PF01571	9
PF13424	PF13414	9
PF13838	PF09268	9
PF07541	PF03144	9
PF00800	PF01842	9
PF01467	PF00293	9
PF04824	PF02463	9
PF00682	PF07836	9
PF01067	PF00648	9
PF00627	PF00443	9
PF00828	PF00573	9
PF00828	PF00466	9
PF02138	PF14844	9
PF11837	PF00251	9
PF00149	PF01603	9
PF01158	PF01294	9
PF01929	PF01159	9
PF02824	PF07973	9
PF00169	PF00071	9
PF13417	PF14497	9
PF00117	PF06418	9
PF08071	PF01479	9
PF01294	PF01158	9
PF00125	PF04729	9
PF05726	PF02678	9
PF01571	PF01597	9
PF13920	PF00179	9
PF00293	PF01467	9
PF02792	PF09405	9
PF02792	PF00270	9
PF02792	PF00271	9
PF01149	PF06827	9
PF06827	PF01149	9
PF01248	PF04135	9
PF04997	PF03871	9
PF01476	PF03734	9
PF00571	PF01769	9
PF00251	PF04043	9
PF00251	PF11837	9
